age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,past_num_of_claims,witness_present,liab_prct,police_report,age_of_vehicle,vehicle_price,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported,accident_site_Local,accident_site_Parking Lot,channel_Online,channel_Phone,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_day_of_week_Mon,claim_day_of_week_Sat,claim_day_of_week_Sun,claim_day_of_week_Thu,claim_day_of_week_Tue,claim_day_of_week_Wed,vehicle_category_Large,vehicle_category_Medium
43,0,1,76,60174.4,1,1,1,0,0,6,1,5.0,43716.72,18808.39,3447.61,2000,1155.97,9.89,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
34,1,1,83,56404.8,0,0,1,0,0,97,0,6.0,16545.04,13219.19,4355.43,500,1078.65,8.59,3,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
46,1,1,73,61273.6,0,0,0,0,0,0,0,5.0,20226.43,15621.61,7079.04,1000,1324.78,8.45,1,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
70,0,1,29,67988.8,1,1,1,0,0,91,0,6.0,7411.41,28154.81,10725.22,500,1518.54,9.07,3,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
53,1,1,72,63542.4,1,1,1,0,0,83,1,5.0,27567.5,45390.99,4791.49,2000,1239.06,10.67,5,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
62,0,1,80,66024.0,1,1,1,0,0,96,0,9.0,26232.7,20753.7,3866.66,2000,1246.68,7.71,3,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
44,0,1,93,60539.2,1,0,1,0,0,34,0,4.0,10748.85,28554.15,3087.92,500,1354.2,9.59,4,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
49,1,1,78,62256.0,1,1,0,1,0,15,1,4.0,21363.44,5614.79,1561.67,1000,999.43,9.16,6,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
47,0,1,90,61596.8,1,0,0,0,0,51,1,5.0,27490.62,13337.97,3828.15,2000,1155.97,10.09,4,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
51,1,0,64,62900.8,1,0,1,0,0,85,0,7.0,22097.15,22678.07,4394.65,500,1518.54,8.23,6,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
26,1,1,73,52123.2,1,0,1,0,0,100,0,3.0,26244.31,43410.7,6218.04,500,1354.2,10.13,4,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
30,1,1,92,54416.0,1,0,0,0,0,31,1,3.0,20942.97,20679.61,1501.12,1000,1324.78,9.72,4,1,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
49,1,0,84,62262.4,1,1,0,2,0,66,0,5.0,25765.15,14555.93,5851.41,2000,1239.06,10.34,3,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
44,1,1,76,60550.4,0,1,0,1,0,13,0,5.0,19068.97,16518.96,5428.29,1000,999.43,9.16,4,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
39,0,1,91,58577.6,0,0,0,0,0,8,1,8.0,30976.63,8326.17,3141.7,500,1232.57,7.15,3,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
41,1,1,81,59409.6,1,1,1,0,1,88,1,5.0,15191.48,25907.08,6280.01,500,1518.54,9.53,4,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
29,1,0,89,53878.4,0,1,1,1,0,30,0,4.0,14024.79,15337.18,5145.75,2000,1246.68,6.99,1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
48,0,1,77,61940.8,0,1,0,0,1,43,0,6.0,16885.26,43414.92,6696.32,2000,1155.97,8.47,4,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
38,1,1,95,58188.8,1,0,0,0,0,14,0,6.0,12419.34,13639.28,3269.77,500,1232.57,10.1,3,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
40,0,1,82,59025.6,0,1,1,0,1,1,1,4.0,33679.58,12723.28,5319.07,2000,1239.06,10.03,6,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
48,1,1,74,61937.6,1,1,0,0,0,49,0,4.0,23740.15,4734.04,4737.64,1000,1622.67,10.6,4,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
35,0,0,72,56896.0,0,1,1,0,1,39,0,4.0,6470.86,9989.81,5651.63,500,1082.36,8.3,6,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
58,0,1,61,64985.6,0,1,0,1,0,51,1,0.0,29294.86,23460.7,5018.33,500,1354.2,9.83,1,1,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
43,1,1,72,60208.0,1,1,0,1,0,91,1,5.0,29982.85,17120.41,8019.07,500,1055.6,9.71,4,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35,1,1,36,56883.2,1,1,0,1,0,94,1,5.0,14778.06,20783.46,3245.78,2000,1155.97,8.32,5,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
58,0,1,73,64982.4,0,0,1,0,0,6,1,2.0,7989.65,25381.73,10937.96,1000,1324.78,10.3,4,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
34,1,0,65,56396.8,1,0,0,0,0,94,1,4.0,7517.29,23995.97,3471.12,500,1518.54,8.61,8,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,1,0,80,56444.8,1,0,0,0,0,84,1,6.0,24669.03,19111.76,4007.32,2000,1239.06,8.05,6,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
55,1,1,65,64153.6,0,1,1,0,0,16,0,7.0,8782.38,9184.82,1756.68,500,1082.36,7.71,5,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
35,1,1,67,56878.4,1,1,0,0,0,88,1,4.0,9182.69,52380.63,4322.93,500,1354.2,8.15,7,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
30,0,0,83,54422.4,1,0,1,1,0,82,0,5.0,17205.18,27667.39,4826.52,1000,999.43,10.18,7,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
52,1,1,79,63208.0,1,1,0,0,0,10,1,5.0,35954.42,30886.76,5045.1,2000,1155.97,7.07,4,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33,0,0,83,55953.6,1,1,1,1,0,85,1,2.0,36223.33,7921.49,8184.87,1000,1622.67,9.68,4,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
50,1,1,71,62576.0,1,0,0,0,0,13,1,3.0,9641.64,29358.03,5674.77,500,1354.2,10.38,6,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
37,1,1,83,57792.0,1,0,0,0,0,24,0,4.0,15327.15,14952.97,6729.56,1000,999.43,9.65,5,0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
63,0,1,75,66276.8,1,0,0,2,0,66,1,8.0,64758.27,50731.79,6309.37,2000,1155.97,8.41,3,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
61,1,1,70,65822.4,0,0,1,0,0,27,1,3.0,26282.38,52900.5,2803.71,1000,1726.91,8.0,4,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50,0,0,40,62592.0,1,0,1,1,0,4,0,5.0,21186.58,34763.46,7594.85,500,1518.54,8.85,5,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
40,0,0,83,58995.2,1,0,0,0,0,1,0,6.0,36843.81,34080.48,4651.45,500,1055.6,8.61,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
31,0,1,83,54980.8,0,1,1,0,0,29,1,0.0,28897.77,11237.95,5381.3,1000,1324.78,7.94,10,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
47,0,1,61,61596.8,1,0,0,0,0,64,0,4.0,19402.99,19226.11,6509.7,500,1055.6,10.13,6,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
55,1,1,63,64112.0,0,1,0,0,1,55,1,3.0,18128.74,51501.52,3638.3,1000,1726.91,8.63,6,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
22,1,1,90,49435.2,1,0,1,3,0,58,1,4.0,7587.0,32163.75,5575.18,500,1518.54,9.69,7,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
56,0,1,78,64401.6,0,1,0,0,0,58,1,5.0,30219.62,29095.47,4739.72,2000,1246.68,9.12,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
49,1,1,73,62267.2,0,1,1,0,0,46,0,4.0,15398.61,28730.53,2865.61,500,1354.2,9.36,2,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
57,0,1,88,64667.2,1,0,0,0,1,15,0,5.0,14779.34,24695.47,4221.35,500,1055.6,8.32,3,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
45,1,1,9,60916.8,0,1,1,0,0,92,1,3.0,23139.35,30560.56,3286.2,500,1078.65,9.58,4,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
45,0,1,58,60905.6,1,1,0,0,0,78,1,6.0,25164.66,7290.15,5199.47,1000,1324.78,7.96,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
57,1,1,74,64721.6,1,0,1,0,0,92,1,8.0,19532.56,12911.5,2903.61,2000,1246.68,10.57,4,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
53,0,1,67,63550.4,1,1,1,0,0,24,0,5.0,11672.53,13576.4,5234.43,500,1354.2,8.05,3,1,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
56,0,1,83,64398.4,0,1,0,1,0,100,1,2.0,35728.56,21764.09,3842.76,1000,999.43,8.13,7,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
55,0,1,26,64099.2,1,1,0,0,0,100,1,10.0,29676.15,7851.43,5531.86,500,1232.57,8.67,2,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
40,1,1,85,59014.4,1,1,1,0,0,97,1,7.0,9524.09,14141.26,6751.7,1000,1324.78,9.36,5,0,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
48,1,1,94,61958.4,1,0,1,1,0,43,1,6.0,17611.01,27903.84,3630.62,500,1518.54,9.0,1,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
33,1,0,74,55910.4,0,0,0,0,0,7,0,6.0,48981.93,12200.77,2752.25,500,1082.36,10.43,4,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
50,0,1,79,62569.6,0,1,0,1,1,66,1,4.0,32774.59,16312.44,4981.36,500,1354.2,10.42,4,0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
52,1,1,87,63198.4,1,1,0,2,0,29,0,8.0,15796.18,16316.04,4289.04,500,1518.54,8.97,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
49,0,1,58,62280.0,1,1,0,0,0,89,1,6.0,11669.15,9615.64,2043.79,1000,1622.67,9.05,8,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
37,0,1,80,57763.2,1,1,0,1,1,95,1,4.0,27205.33,32655.06,3669.94,500,1082.36,9.79,7,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
48,1,1,70,61942.4,1,1,1,0,0,45,0,6.0,27957.52,9729.39,8233.9,500,1354.2,7.98,6,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
32,0,1,67,55460.8,1,0,0,1,0,17,1,4.0,16389.25,21690.29,2849.02,500,1232.57,10.13,2,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False
48,1,1,58,61955.2,1,1,1,1,0,1,1,10.0,25717.52,22281.87,3365.07,500,1078.65,7.99,2,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
34,1,1,65,56430.4,1,1,0,2,0,57,1,5.0,13880.82,13219.08,4257.79,1000,1622.67,9.55,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
74,1,1,76,68860.8,1,1,1,0,0,5,0,3.0,27419.75,10967.85,5830.54,500,1518.54,11.53,5,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
65,1,1,83,66796.8,1,1,0,0,0,95,1,4.0,6412.53,28130.04,12577.75,500,1082.36,8.09,9,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
29,0,0,84,53876.8,1,0,0,0,0,50,1,4.0,50719.99,25286.8,5821.93,500,1354.2,9.87,4,1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
49,1,1,98,62262.4,1,1,1,0,0,61,1,4.0,43522.15,20242.29,5483.07,1000,1726.91,7.41,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
37,0,1,89,57760.0,1,1,1,0,1,22,1,3.0,8815.1,19022.64,10240.99,500,1078.65,9.63,6,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
40,0,1,72,59032.0,0,1,0,0,1,56,0,3.0,42979.88,9849.34,4980.6,500,1518.54,9.65,2,0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
50,1,1,99,62571.2,1,1,1,0,1,50,0,3.0,32870.3,56943.14,4043.62,2000,1246.68,8.09,3,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
31,0,1,67,64953.6,1,1,0,3,0,100,1,8.0,38287.68,22662.19,8593.64,2000,1155.97,9.09,4,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
50,1,1,76,62595.2,0,1,1,0,0,50,0,6.0,24624.72,25252.54,11030.19,500,1078.65,10.47,3,0,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
57,0,1,50,64683.2,0,1,0,0,0,30,1,6.0,10809.72,17067.98,1993.14,500,1518.54,7.52,3,0,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
44,1,1,69,60526.4,1,1,1,1,1,37,1,6.0,6514.55,13955.98,5746.23,2000,1246.68,7.99,4,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
54,0,1,76,63816.0,1,0,0,0,1,9,0,7.0,35233.92,17808.65,8244.15,1000,1726.91,9.76,6,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43,0,0,85,60171.2,1,1,0,1,0,77,1,5.0,17737.89,11923.13,3987.96,1000,1324.78,7.97,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
53,1,1,69,63526.4,1,1,0,0,1,1,0,6.0,15415.25,61697.74,3621.45,500,1518.54,8.47,4,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
41,1,1,88,59414.4,1,1,0,0,0,7,1,10.0,38635.57,22755.82,6092.73,500,1082.36,9.79,3,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
44,1,0,72,60553.6,1,0,1,1,1,36,1,7.0,41989.94,22886.88,2200.09,500,1055.6,9.11,2,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
38,0,1,83,58220.8,1,1,0,1,1,4,1,4.0,32155.91,24967.02,2682.49,1000,1726.91,10.18,3,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
21,1,1,81,48721.6,1,1,1,0,0,0,0,2.0,11388.2,10312.45,7171.97,1000,1324.78,8.06,8,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
44,0,0,71,60542.4,1,1,0,0,0,64,1,6.0,7428.39,32029.13,2983.2,2000,1246.68,8.35,1,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
60,1,1,68,65504.0,1,1,1,0,1,3,0,6.0,22396.91,2861.23,2408.89,500,1354.2,8.71,6,0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
62,1,1,41,66032.0,1,1,0,0,0,62,1,5.0,12999.41,23830.57,7068.95,500,1055.6,9.52,3,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
39,0,0,82,58596.8,1,1,1,0,1,81,1,4.0,18700.42,15412.04,3594.83,1000,1726.91,8.93,11,1,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
45,1,1,38,60924.8,0,1,0,1,0,4,0,4.0,30449.83,31347.23,3135.17,500,1518.54,10.17,7,0,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
45,1,1,55,60894.4,1,0,0,2,0,50,1,6.0,39380.96,23442.09,2535.52,500,1055.6,8.09,3,0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
60,0,0,24,65505.6,1,1,0,0,0,99,0,4.0,26779.02,37529.11,2529.22,1000,1726.91,9.6,3,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
39,1,1,74,58617.6,1,0,1,0,0,5,0,6.0,18679.55,95889.82,4206.87,2000,1246.68,9.07,4,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
54,0,0,39,63803.2,1,1,1,1,0,22,1,3.0,22003.84,36305.52,1349.33,500,1055.6,9.67,5,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
40,1,1,80,59016.0,0,0,1,0,1,93,0,6.0,24231.66,39641.98,6917.06,2000,1155.97,9.07,1,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
52,0,0,71,63230.4,1,0,1,2,1,3,1,6.0,8218.32,22910.49,4028.81,500,1232.57,10.05,0,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
26,1,0,74,62144.0,0,1,1,1,0,49,1,4.0,11165.4,26877.52,4833.63,2000,1246.68,7.73,6,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
40,1,0,85,59019.2,0,0,0,5,0,49,1,5.0,5649.39,12448.47,2283.34,500,1354.2,9.01,6,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
44,1,1,78,60534.4,1,0,1,0,0,50,0,5.0,24413.92,13017.99,6116.43,500,1055.6,10.42,5,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
54,1,1,78,63835.2,1,1,1,0,0,80,1,8.0,17424.78,15692.12,3886.07,1000,1726.91,8.45,4,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
45,1,1,75,60904.0,0,0,1,0,1,71,0,5.0,23331.96,39544.52,3918.18,500,1518.54,8.75,5,1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
39,1,1,66,58630.4,0,1,1,0,1,50,0,2.0,19185.48,24596.02,4660.45,500,1078.65,10.11,6,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
40,1,1,89,59008.0,1,1,0,0,0,83,1,6.0,15649.65,16792.33,6383.41,1000,1324.78,9.74,4,0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21,1,1,90,48716.8,0,1,1,1,0,16,1,6.0,18774.09,23197.47,6157.91,500,1082.36,8.74,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
53,0,1,67,63536.0,1,1,1,1,1,14,1,5.0,12926.0,20466.17,2162.29,1000,999.43,10.94,4,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
51,0,1,41,62913.6,1,1,0,0,0,38,0,3.0,14492.71,21575.17,3322.8,2000,1246.68,8.23,1,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
56,1,1,74,64430.4,1,1,1,0,1,50,1,7.0,37770.84,44361.49,7584.02,1000,1622.67,9.74,3,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
48,1,0,95,61953.6,0,0,0,0,0,98,1,9.0,22735.31,10530.05,3399.0,1000,1324.78,9.89,7,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
24,1,0,73,50860.8,1,0,0,0,0,62,1,5.0,43425.95,22504.22,2515.53,2000,1239.06,9.88,2,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
43,1,1,64,60206.4,0,1,0,0,1,25,1,8.0,7267.72,17763.18,12804.37,2000,1246.68,9.04,4,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
46,1,1,63,61235.2,0,0,0,0,0,100,1,4.0,19033.18,16607.68,2640.32,1000,1622.67,8.84,6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,1,1,93,61625.6,1,0,0,1,0,51,1,5.0,5948.59,12113.26,7480.48,500,1082.36,10.81,4,1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,1,1,87,64404.8,1,1,0,0,0,74,1,4.0,16163.3,12783.69,7634.17,500,1518.54,9.61,3,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
54,0,1,64,63827.2,1,0,0,0,0,78,1,3.0,40690.08,29523.92,4061.98,2000,1239.06,11.25,4,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
50,0,0,82,62569.6,1,0,1,0,0,86,0,1.0,27632.4,10292.71,6028.74,2000,1246.68,9.12,5,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
48,0,1,89,61940.8,1,1,0,0,0,51,1,4.0,21692.24,23570.51,11650.69,1000,1622.67,8.22,4,0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
59,0,1,75,65227.2,0,1,0,3,0,67,1,5.0,12442.39,17041.96,1874.83,500,1078.65,9.63,4,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
37,0,1,82,57772.8,0,0,0,0,1,48,1,5.0,10926.66,35072.3,9932.26,500,1518.54,8.28,7,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
52,0,1,57,63212.8,1,1,0,0,1,50,1,6.0,24159.85,66018.17,8068.92,2000,1246.68,9.16,9,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
56,1,1,82,64411.2,1,0,0,0,0,21,1,2.0,21748.13,27266.55,5512.06,500,1354.2,8.72,5,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
41,0,1,71,59417.6,0,0,0,0,1,2,0,1.0,16056.03,13852.57,3085.29,500,1078.65,7.96,6,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
41,1,0,37,59440.0,1,1,0,0,0,1,1,3.0,26737.91,21593.3,2895.2,1000,1324.78,10.04,4,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
60,1,1,73,65524.8,0,1,0,0,0,100,0,7.0,44847.97,47563.16,3535.68,500,1518.54,8.59,4,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
52,1,1,55,63198.4,1,1,0,0,0,99,1,9.0,20417.36,13610.23,8226.5,2000,1246.68,8.51,2,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
35,0,1,77,56897.6,1,0,0,1,0,92,1,7.0,26671.46,23602.4,4662.29,500,1055.6,8.45,4,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
51,1,1,44,62921.6,1,0,0,0,1,1,0,4.0,19245.96,27266.74,10145.54,2000,1155.97,7.35,2,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
39,0,1,87,58627.2,1,1,1,0,1,94,0,2.0,33750.13,48660.1,4349.37,500,1518.54,8.67,7,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
48,1,0,73,61958.4,1,1,1,0,0,52,1,6.0,22342.56,18510.28,1988.68,500,1354.2,9.56,1,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
52,1,1,71,63192.0,1,0,1,0,0,99,0,7.0,30892.28,34899.85,5834.95,500,1055.6,9.6,4,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
52,1,1,79,82908.8,0,0,1,0,0,80,0,4.0,25442.85,12782.22,4379.75,1000,1726.91,9.37,1,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
34,0,1,58,56430.4,1,1,0,0,1,99,1,4.0,21543.65,21004.42,9961.52,500,1232.57,8.3,1,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
31,0,0,67,54969.6,1,0,0,0,1,100,0,2.0,20118.14,23382.89,9796.36,500,1078.65,8.62,5,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
30,1,0,89,54411.2,0,1,0,0,0,93,0,5.0,18108.53,48435.5,2903.47,500,1082.36,10.28,4,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
46,1,1,78,61257.6,0,0,0,0,1,91,1,10.0,4964.04,43774.49,5341.03,1000,999.43,9.91,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
45,1,0,94,60918.4,1,1,1,0,1,21,1,5.0,20805.11,12973.38,9761.87,1000,1726.91,8.12,4,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
35,0,1,72,56884.8,0,0,1,0,0,50,0,5.0,17016.04,29508.8,6742.55,500,1232.57,8.79,3,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
78,0,1,87,69688.0,0,1,0,0,0,20,0,3.0,42713.8,36141.61,2501.51,1000,1324.78,8.17,1,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
59,1,1,84,65228.8,1,0,1,0,0,80,0,2.0,29676.76,23149.45,4598.94,2000,1246.68,9.62,10,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
38,0,1,87,58222.4,0,1,1,0,0,50,0,8.0,6106.46,7662.18,3308.39,500,1082.36,10.45,4,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
34,0,1,83,56409.6,1,1,0,0,0,95,0,6.0,11998.81,18191.21,2483.42,1000,999.43,6.74,4,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
42,0,1,88,59806.4,0,0,1,0,0,5,1,3.0,18282.87,34403.47,5812.21,2000,1155.97,11.14,1,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
64,1,1,65,66555.2,1,1,1,0,1,7,1,3.0,35038.59,9599.83,3507.84,500,1082.36,8.01,3,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
70,1,1,77,67948.8,1,1,0,0,1,50,1,4.0,21777.9,25985.54,7786.98,1000,1726.91,9.16,2,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
37,1,1,86,57798.4,0,1,1,0,1,14,0,4.0,14550.92,11099.52,4324.01,2000,1239.06,9.92,7,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
